FirmName,City,Country,WebDev,No.of Employee,Website Url
Logic Square Technologies,"Kolkata,",India,20%, 10 - 49,http://www.logic-square.com/
CloudNetIQ Labs,"Port Harcourt,",Nigeria,40%, 10 - 49,https://cloudnetiq.com
Nepted,"Zagreb,",Croatia,25%, 2 - 9,http://nepted.com/
"Themis Web Technologies, Inc.","Los Angeles,",CA,20%, Freelancer,http://www.themiswebtechnologies.com
Atoms & Pixels,"Santa Monica,",CA,40%, 2 - 9,http://atomsandpixels.com/
"HeavyTask, LLC","Dallas,",TX,10%, 10 - 49,https://www.heavytask.com
Brand New Matter,"New York,",NY,25%, 2 - 9,http://www.brandnewmatter.com
JustAddWater,"Jaipur,",India,25%, 10 - 49,https://justaddwater.in/
{IT}Prosteer,"Lviv,",Ukraine,20%, 10 - 49,http://itprosteer.com
DREAMTECH,"Boca Raton,",FL,15%, 10 - 49,http://dreamtech.co
Vethics Solutions LLP,"Ahmedabad,",India,20%, 10 - 49,https://www.vethics.com/
Revelry,"New Orleans,",LA,10%, 50 - 249,http://revelry.co/
Plank AI,"London,",United Kingdom,30%, 2 - 9,http://www.plank.ai
Grocode,"Karachi,",Pakistan,10%, 2 - 9,https://grocode.io
Kivy Software,"Poznań,",Poland,10%, 2 - 9,https://kivy.pl
Ukiepro,"L'viv,",Ukraine,40%, 10 - 49,http://ukiepro.com/
White Widget,"Quezon City,",Philippines,15%, 10 - 49,http://whitewidget.com/
Arfadia,"Jakarta Selatan,",Indonesia,10%, 50 - 249,http://www.arfadia.com
Adixsoft Technologies Pvt Ltd,"Noida,",India,10%, 10 - 49,https://www.adixsoft.com
Pevnost Inc.,"Envigado,",Colombia,30%, 50 - 249,http://www.pevnost.co
Valysto,"NY,",,25%, 10 - 49,https://valysto.com/
Mutations Limited,"Los Angeles,",CA,25%, 2 - 9,https://mutations.ltd
AIMDek Technologies,"AHMEDABAD,",India,20%, 10 - 49,http://www.aimdek.com
Namango Web Development,"Glendale,",CA,40%, 10 - 49,http://www.namango.com/
StartLightSoft IT company,"Waldershof,",Germany,30%, 10 - 49,http://www.startlightsoft.com
NFN Labs,"Chennai,",India,25%, 10 - 49,http://nfnlabs.in
Switch Creative Solutions Inc.,"Toronto,",Canada,25%, 50 - 249,http://switchcreative.ca
Dalmet Technologies LLC,"Oak Hill,",VA,25%, 10 - 49,http://www.dalmettech.com
Spiralogics,"Atlanta,",GA,30%, 10 - 49,http://www.spiralogics.com
ZeBrains,"Ulyanovsk,",Russia,20%, 50 - 249,http://zebrains.eu
Poatek,"Porto Alegre,",Brazil,20%, 50 - 249,https://www.poatek.com/
AXIOMA,"Riga,",Latvia,20%, 10 - 49,http://axiomadev.com
CBNITS,"San Jose,",CA,25%, 50 - 249,https://www.cbnits.com/
Finsurfer,"Warsaw,",Poland,30%, 10 - 49,http://Finsurfer24.com
Cobuild Lab Inc,"Miami,",FL,10%, 10 - 49,https://cobuildlab.com
Ministry of Product,"Seattle,",WA,30%, 2 - 9,https://www.ministryofproduct.com/
/Archive Digital,"Vancouver,",Canada,15%, 10 - 49,http://archivedigital.com
ADES Technologies,"Monterrey,",Mexico,20%, 10 - 49,https://adestech.mx
Our Own Brand,"London,",United Kingdom,15%, 2 - 9,https://www.ourownbrand.co/?utm_source=clutch&utm_medium=referral
Cirkle Studio Pvt. Ltd.,"Surat,",India,25%, 10 - 49,http://www.cirklestudio.co
SooprIT,"Kryvyi Rih,",Ukraine,40%, 10 - 49,https://www.sooprit.com/
Ilie Agaue Technologies,"Noida,",India,80%, 2 - 9,https://www.ilieagaue.com/
Untold Studio,"Portland,",OR,30%, 2 - 9,https://untoldhq.com/
Pronto Software Solutions Private Limited,"Bengalore,",India,20%, 10 - 49,http://www.pronto-ss.com
Design'N'Buy,"Irving,",TX,10%, 50 - 249,https://www.designnbuy.com/
"Arctic Grey, Ltd.","New York,",NY,30%, 10 - 49,https://www.arcticgrey.com/
Ultimate Systems,"Kraków,",Poland,20%, 10 - 49,http://www.ultimate.systems
Bazingo Inc. Pte. Ltd.,",",Singapore,20%, 10 - 49,http://www.bazingoinc.com
CodeCoda Ltd.,"Plovdiv,",Bulgaria,20%, 50 - 249,https://codecoda.com
ByteAlly,"Chennai,",India,30%, 10 - 49,http://byteally.com
SerfCompany LLC | UKRAINE OUTSOURCING | IT Development,"Kharkov,",Ukraine,30%, 10 - 49,http://www.serfcompany.com
SovTech,"Johannesburg,",South Africa,30%, 50 - 249,https://sov.tech
GrayCell Technologies,"Chandigarh,",India,20%, 50 - 249,https://www.graycelltech.com/
Celerik,"Port Orange,",FL,20%, 10 - 49,http://www.celerik.com
Flow Studio,"Bratislava,",Slovakia,30%, 2 - 9,https://www.flowstudio.co
Idealogic,"Kiev,",Ukraine,35%, 10 - 49,http://idealogic.lv
AmiFactory,"Kyiv,",Ukraine,30%, 2 - 9,https://amifactory.team
TECHsan Media LLC,"Austin,",TX,20%, 2 - 9,https://www.techsanmedia.com/
Dimentrix Technologies Pvt. Ltd.,"Pune,",India,15%, 50 - 249,https://www.dimentrix.com/
Artecha,"London,",United Kingdom,30%, 2 - 9,https://artecha.com
ValidCode Development,"New Delhi,",India,20%, 10 - 49,http://www.valid-code.com/
Zeus Group,"London,",United Kingdom,20%, 50 - 249,https://ze-us.xyz/
Flowcodes,"New York,",NY,25%, 2 - 9,http://www.flow.codes
Unicornly,"Katowice,",Poland,10%, 10 - 49,https://unicornly.io
AgilityFeat,",",Argentina,35%, 10 - 49,http://www.agilityfeat.com
CitrusLeaf Software,"Brighton,",MA,10%, 2 - 9,https://citrusleaf.in/
Foxbox Digital,"Chicago,",IL,20%, 10 - 49,https://foxbox.co
One Logic Soft,"Kyiv,",Ukraine,25%, 10 - 49,http://www.onelogicsoft.com
Exio.tech,"Yerevan,",Armenia,50%, 10 - 49,https://exio.tech/
Kshatrainfotech,"Gandhinagar,",India,10%, 2 - 9,http://www.kshatrainfotech.com
Jazzros Software Development,"Kharkiv,",Ukraine,20%, 10 - 49,https://www.jazzros.com
i4 Consulting Pvt Ltd,"Jaipur,",India,15%, 10 - 49,http://i4consulting.org/
AspireLabs,"Washington,",DC,20%, 2 - 9,http://aspire.is/labs
byPeople Technologies,"Gold Coast,",Australia,20%, 50 - 249,http://www.bypeopletech.com.au
VILMATE,"Kharkov,",Ukraine,25%, 10 - 49,http://www.vilmate.com
WebPlanet INC,"Gautam Budha Nagar,",India,25%, 10 - 49,http://www.webplanetinc.com
Coregenie Technologies,"Malappuram,",India,25%, 2 - 9,https://www.coregenie.com/
TECLA,"Seattle,",WA,20%, 10 - 49,http://www.tecla.io
Nebulic,"Warsaw,",Poland,25%, 2 - 9,https://nebulic.com
YELPIX LLC,"Sumy,",Ukraine,30%, 2 - 9,http://yelpix.com
Media Theory,"Washington,",DC,10%, 2 - 9,https://mediatheory.com
GTen Consultancy Digital,"Mumbai,",India,25%, 2 - 9,http://g10consultancy.com
Fueled on Bacon,"Melbourne,",FL,15%, 2 - 9,https://fueledonbacon.com
Genico,"Aventura,",FL,10%, 10 - 49,https://genico.us
Launchpeer,"Charleston,",SC,20%, 10 - 49,https://launchpeer.com
Tractor,"San Francisco,",CA,20%, 2 - 9,http://www.tractorstudios.com
Webperts,"Hyderabad,",Pakistan,20%, 2 - 9,http://www.webperts.com
Vrrb Interactive,"Los Angeles,",CA,25%, 10 - 49,http://www.vrrb.com/?utm_source=clutch&utm_medium=referral
"SPLIT Development, LLC","Kropivnitskiy,",Ukraine,30%, 10 - 49,https://splitdev.pro/
Digia,"Toronto,",Canada,30%, 10 - 49,https://digia.co
Codify Indi,"Gilbert,",AZ,20%, 10 - 49,https://codifyindi.com
Vmodev,"Hanoi,",Vietnam,25%, 50 - 249,http://www.vmodev.com
IngeniousMindsLab,"Ahmedabad,",India,35%, 10 - 49,http://ingeniousmindslab.com/
qodors,"Surat,",India,30%, 10 - 49,http://qodors.com
Netmark,"Idaho Falls,",ID,10%, 10 - 49,http://www.netmark.com
Hook Production,"Novosibirsk,",Russia,20%, 10 - 49,http://hookprod.com
OAK'S LAB,"Los Angeles,",CA,30%, 50 - 249,https://oaks-lab.com/
Apptware,"Pune,",India,50%, 10 - 49,http://apptware.com/
Smacon Technologies Private Limited,"Ernakulam,",India,15%, 10 - 49,http://smacontech.com
Take2 Technologies,"Bhilwara,",India,40%, 2 - 9,http://taketwotechnologies.com/
AppRocket,"Brooklyn,",NY,15%, 2 - 9,https://www.approcket.co
Hexis Technology Hub,"Lisboa,",Portugal,10%, 10 - 49,http://www.hexis-hub.com
TEKINFOWAY,"jersey,",NJ,20%, 10 - 49,http://www.tekinfoway.com
JAFTON,"Union City,",NJ,10%, 10 - 49,https://jafton.com/
Codesmen,"Austin,",TX,30%, 2 - 9,http://www.codesmen.com
Fively,"Minsk,",Belarus,20%, 10 - 49,https://5ly.co
Dabster SoftTech,"Mohali,",India,20%, 10 - 49,http://dabstersofttech.com
Syskode Technologies,"Zinj,",Bahrain,10%, 10 - 49,http://www.syskode.com
Blazity Software House,"Warszawa,",Poland,40%, 10 - 49,https://blazity.com/
Develapps,"Madrid,",Spain,10%, 10 - 49,http://www.develapps.com/
GOsustainably,"San Francisco,",CA,30%, 2 - 9,https://www.GOsustainably.com
Demigos,"Kiev,",Ukraine,20%, 10 - 49,http://demigos.com
IT-nity,"Kiev,",Ukraine,25%, 2 - 9,http://it-nity.com
Sky-High,"Zaporizhzhia,",Ukraine,20%, 2 - 9,https://skyhighapps.com
WAMPDO,"Faisalabad,",Pakistan,20%, 2 - 9,https://www.wampdo.com
Valkyri,"Cape Town,",South Africa,10%, 2 - 9,https://valkyriweb.com
CodeWell,"Skopje,",Macedonia,20%, 10 - 49,http://www.codewell.is
BFJ Media,"Spring Hill,",Australia,10%, 10 - 49,https://www.bfjmedia.com.au/
TechnoScatter,"Ahmedabad,",India,20%, 2 - 9,http://technoscatter.com/
TheBrain Software House,"Lublin,",Poland,30%, 10 - 49,http://thebrain.pro
JMB Lab,"Gdańsk,",Poland,30%, 10 - 49,http://jmblab.com
itMedia,"Bijeljina,",Bosnia and Herzegovina,30%, 10 - 49,https://www.itmedia.io/
Togglebytes Technologies Pvt. Ltd.,"Mumbai,",India,20%, 10 - 49,https://togglebytes.com
3topia,"Zagreb,",Croatia,30%, 2 - 9,http://3topia.agency/
Pixwell,"Bratislava,",Slovakia,30%, 10 - 49,https://pixwell.sk/
Syndk,",",Russia,40%, 2 - 9,https://syndk.io
Bitibe Technologies Pvt Ltd,"Indore,",India,15%, 10 - 49,https://www.bitibe.com
WebWorks Agency,"North Hollywood,",CA,10%, 10 - 49,http://webworksagency.com/
',N,o,n,e,T,y,p,e,', ,o,b,j,e,c,t, ,h,a,s, ,n,o, ,a,t,t,r,i,b,u,t,e, ,',t,e,x,t,'
TecSpine,"Faisalabad,",Pakistan,30%, 10 - 49,https://www.tecspine.com/
RC Cloud sp. z o.o.,"Kalisz,",Poland,20%, 2 - 9,https://rccloud.co/
DESOFT,"Omsk,",Russia,50%, 10 - 49,https://desoft.pro
Logix Technology,"ho chi minh city,",Vietnam,25%, 10 - 49,http://www.logixtek.com
DigitalKwarts OÜ,"Tallinn,",Estonia,30%, 10 - 49,https://digitalkwarts.com/
Kiwee,"Wrocław,",Poland,10%, 10 - 49,http://kiwee.eu
applickable,"Docklands,",Australia,30%, 2 - 9,https://applickable.io
Digital Trons,"Atlanta,",GA,20%, 10 - 49,http://www.digitaltrons.com
Codemycompany,"Chennai,",India,10%, 10 - 49,https://codemycompany.com
Teczon,"Lahore,",Pakistan,50%, 2 - 9,https://www.teczonlabs.com/
DMariAli Designs,",",,25%, Freelancer,http://www.dmariali.com
CodeLine OY,"Helsinki,",Finland,40%, 10 - 49,https://codeline.fi
poojasoftwebsolutions,"Ahmedabad,",India,20%, 10 - 49,http://www.poojasoftwebsolutions.com
Softuvo Solutions Private Limited,"Mohali,",India,25%, 10 - 49,http://www.softuvo.com
Liquid Technologies,"Karachi,",Pakistan,10%, 2 - 9,http://www.liqteq.com/
Startechup Inc.,"Cebu City,",Philippines,25%, 10 - 49,http://www.startechup.com
Business Automatics JSC,"Kharkiv,",Ukraine,25%, 10 - 49,http://ba-devlab.com
Softnotions Technologies Private Limited,"Technopark Campus, Thiruvananthapuram,",India,30%, 10 - 49,http://www.softnotions.com/
Moqod,"BUSSUM,",Netherlands,10%, 10 - 49,http://moqod.com
eCodile,"Poznań,",Poland,50%, 2 - 9,http://ecodile.com
eCodile,"Poznań,",Poland,50%, 2 - 9,http://ecodile.com
"UNITEDCODE, INC.","Fort Worth,",TX,15%, 50 - 249,http://www.unitedcode.net/
Unreal Mojo,"St. Petersburg,",Russia,10%, 10 - 49,http://unrealmojo.com/en/
Digitalforce,"Noida,",India,25%, 50 - 249,http://www.digitalforce.in/
GDS LLC,"Novosibirsk,",Russia,50%, 10 - 49,https://gdsln.com
Yotalabs,"Citrus Heights,",CA,15%, 10 - 49,http://yotalabs.com/
"Platform Purple, Inc.","Los Angeles,",CA,10%, 10 - 49,https://www.platformpurple.com/
Torus Tech Co.,"Appleton,",WI,10%, 10 - 49,http://www.torustech.co
Vofox Solutions,"Ernakulam,",India,20%, 10 - 49,http://vofoxsolutions.com/
Webillism Web Design Company,"Johannesburg,",South Africa,20%, 2 - 9,https://webillism.com
Web Innovation Hub,",",India,20%, 10 - 49,https://webinnovationhub.com/
Upright,"New York,",NY,15%, 2 - 9,https://www.upright.nyc/
Brightery,"California,",CA,20%, 50 - 249,https://www.brightery.com
Amazing7 Studios,"Palm Harbor,",FL,20%, 50 - 249,https://www.amazing7.com/
DATASPECTRUM,"Minsk,",Belarus,10%, 10 - 49,http://www.dataspectrum.io
Codesurf,"Kiev,",Ukraine,40%, 2 - 9,https://www.thecodesurf.com/
Yellow Sapphire Technologies,"Delhi,",India,30%, 10 - 49,https://yellowsapphiretech.com
Coding Ninjas,"Kyiv,",Ukraine,20%, 10 - 49,https://codingninjas.co/
Tryolabs,",",,50%, 10 - 49,https://tryolabs.com
LAYERSSHOW,"Warsaw,",Poland,25%, 2 - 9,https://layersshow.com
Adoriasoft,"Las Vegas,",NV,10%, 10 - 49,https://adoriasoft.com/
Otimbi Labs,"Niamey,",Niger,20%, 10 - 49,https://www.otimbilabs.com/
Cyper Canada,"Montreal,",Canada,20%, 2 - 9,https://www.cyper.ca/
Pragmasoft Sp. z o.o.,"Warsaw,",Poland,30%, 10 - 49,http://www.pragmasoft.pl
7Factor Software,"Atlanta,",GA,10%, 10 - 49,https://www.7factor.io
KDSolutions,"Kraków,",Poland,30%, 2 - 9,https://kdsolutions.com
Clofus Innovations Pvt Ltd,"Chennai,",India,10%, 2 - 9,https://clofusinnovations.com
Eightfold,"Prescott,",AZ,25%, 10 - 49,http://www.eightfold.io
Ralabs,"Lviv,",Ukraine,10%, 50 - 249,https://ralabs.org/
AgileVision.io,"krakow,",Poland,20%, 10 - 49,https://agilevision.io
InnoApps Technologies Pvt. Ltd,"Melbourne,",Australia,10%, 10 - 49,https://www.innoappstech.com/
Winfy Software,"Cochin,",India,20%, 10 - 49,http://www.winfysoftware.com/
Innvation Lab,"Espoo,",Finland,25%, 50 - 249,https://innvationlab.com
Allmatics,"Kyiv,",Ukraine,20%, 10 - 49,http://www.allmatics.net
Otari,",",Russia,20%, 2 - 9,http://otari.pro
MOOSETANK,"Los Angeles,",CA,20%, 10 - 49,http://moosetank.com/
"BonFireIT, LTD","Kraków,",Poland,15%, 10 - 49,http://www.BonFireIT.com
DxMinds Innovation Labs Pvt Ltd,"Bangalore,",India,10%, 50 - 249,https://dxminds.com
o2one Labs,"Kuwait City,",Kuwait,10%, 10 - 49,http://www.o2onelabs.com
Runcite,"Kyiv,",Ukraine,30%, 10 - 49,http://runcite.com
Runcite,"Kyiv,",Ukraine,30%, 10 - 49,http://runcite.com
Chimplie,"Stockholm,",Sweden,30%, 10 - 49,https://chimplie.com/
Contract Square UAB,"Vilnius,",Lithuania,20%, 2 - 9,http://www.contractsq.com
Softence Technologies,"Chennai,",India,25%, 2 - 9,http://www.softence.com
IdeaToLife,"Beirut,",Lebanon,25%, 10 - 49,https://ideatolife.me
Five Exceptions Software Solutions Pvt Ltd,"Indore,",India,20%, 10 - 49,https://www.5exceptions.com/
Fameget Consultants Private Limited,"Ahmedabad,",India,15%, 10 - 49,http://www.fameget.com
Semicolon Lab,"Lviv,",Ukraine,20%, 10 - 49,https://semicolonlab.com
CodeIn,"Jundiaí,",Brazil,10%, 50 - 249,http://www.codein.com.br/
House of Apps Inc,"WEST PALM BEACH,",FL,20%, 10 - 49,http://www.houseofapps.com
Websoft Depot,"Carlsbad,",CA,25%, 2 - 9,https://websoftdepot.com/
Whinstone,"Islamabad,",Pakistan,20%, 10 - 49,http://whinstone.co
PANDARIUM WEB,"Rostov-on-Don,",Russia,50%, 2 - 9,http://pandarium.pro
Numa Soft Technology Services,"Bengaluru,",India,30%, 2 - 9,https://numasoft.in
Baha Agency,"Canberra,",Australia,15%, 2 - 9,https://www.baha.agency/
DIFRNT AGENCY,"Bucharest,",Romania,10%, 2 - 9,https://difrnt.ro/
HumanIT,"Munich,",Germany,20%, 10 - 49,http://humanit.pro/
Terranet,"Chisinau,",Moldova,20%, 10 - 49,http://www.terranet.md/
Steadfast Media,"Austin,",,20%, 2 - 9,http://steadfastmedia.com
Seedlogic,"Kansas City,",MO,10%, 10 - 49,https://www.seedlogic.com
ARS Digitech,"Jaipur,",India,15%, 10 - 49,http://www.arsdigitech.com
The AntiAlias,"New Delhi,",India,10%, 10 - 49,http://www.theantialias.com
Crossroad Labs,"Aviv,",Israel,10%, 10 - 49,https://crossroadlabs.xyz/
Starq,"Malmö,",Sweden,35%, 10 - 49,https://www.starq.se
Agency73,"Encinitas,",CA,15%, 2 - 9,http://agency73.com
Cicada Technologies,"Cluj-Napoca,",Romania,15%, 10 - 49,http://www.cicadatech.eu
SKYHiDEV,"Mississauga,",Canada,20%, 2 - 9,https://skyhidev.com
Webmark Solutions,"Paschim Vihar,",India,30%, 10 - 49,https://www.webmarkinc.com/
DamnVR,"Tapukara,",India,15%, 2 - 9,https://damn-vr.com/
7code,"Cluj,",Romania,40%, 2 - 9,http://7code.ro
Brandshark,"Bengaluru,",India,20%, 10 - 49,https://www.brandshark.in
Sprinterra,"New York,",NY,40%, 50 - 249,http://sprinterra.com
Shugert Marketing,"Hermosillo,",Mexico,20%, 2 - 9,https://www.shugert.com.mx
BonaSys IT Solutions,"Indore,",India,10%, 10 - 49,http://www.bonasysit.com/
Techno-Pie,"Istanbul,",Turkey,20%, 10 - 49,https://techno-pie.com/
Aguai Solutions Pvt Ltd,"Bangalore,",India,20%, 10 - 49,https://www.aguaisolutions.com
Vivendem,"Campbell,",CA,10%, 10 - 49,http://vivendem.com
Zetagile Info Solutions,"Hyderabad,",India,10%, 10 - 49,http://www.zetagile.com
Auspicioussoft,"Mohali,",India,20%, 2 - 9,http://auspicioussoft.com/
BitsnBinary,"Ahmedabad,",India,20%, 10 - 49,http://www.bitsnbinary.com
Dave Stern Consulting,"Brooklyn,",NY,15%, Freelancer,https://davestern.com/
Octos Creative Communication,"Suwanee,",GA,20%, 2 - 9,http://www.octos.us
Chrishan Technology Solutions Pvt. Ltd.,"Ludhiana,",India,10%, 10 - 49,https://www.chrishansolutions.com/
Eastsource,"Den Haag,",Netherlands,10%, 2 - 9,https://www.eastsource.tech/
Hueint Pvt Ltd,"Chennai,",India,10%, 2 - 9,http://hueint.com
E-Nexus Solutions,"Lahore,",Pakistan,35%, 50 - 249,http://www.enexussolutions.com
Onixcat,",",Ukraine,20%, 10 - 49,http://www.onixcat.com
KNOXPO,"Surat,",India,20%, 2 - 9,https://www.knoxpo.com/
Skillforce.pl Sp. z o.o.,"Gliwice`,",Poland,10%, 10 - 49,http://skillforce.pl
Altalogy,"Katowice,",Poland,40%, 10 - 49,http://www.altalogy.com
"nKey, Mobile Solutions","Florianópolis,",Brazil,10%, 10 - 49,http://www.nkey.com.br
TAKY IT Systems (Out of Business),"Wrocław,",Poland,20%, 10 - 49,https://www.taky.pl
KMAssociations,"Bangalore,",India,30%, 2 - 9,https://www.kmassociations.com
DeepSpace9 Technologies,"New Delhi,",India,20%, 2 - 9,http://www.deepspace9.tech/
Plexteq,"Vinnytsia,",Ukraine,10%, 10 - 49,http://plexteq.com
AgileTech Viet Nam,"Ha Noi,",Vietnam,25%, 10 - 49,http://agiletech.vn/
Designing Bulls,"Udaipur,",India,15%, 10 - 49,https://www.designingbulls.com
Botego Inc. - Out of Business,"New York,",NY,20%, 10 - 49,http://www.botego.com
Brilliance Logic (Out of Business),"Lublin,",Poland,20%, 2 - 9,https://brilliancelogic.com
Coding Staff (Out of Business),"Reno,",NV,30%, 10 - 49,http://www.codingstaff.com/
AntHouse,"Kharkiv,",Ukraine,60%, 50 - 249,http://anthouse.company/
Biwabit,"Medan,",Indonesia,10%, 2 - 9,https://biwabit.com
LTX SOFT (Out of Business),"Wrocław,",Poland,25%, 10 - 49,http://ltxsoft.com/
RedBytes Software,"Pune,",India,20%, 50 - 249,http://www.redbytes.in
"Begin, LLC","Denver,",CO,40%, 2 - 9,http://beg.in
Amana Asia Pte Ltd,"Singapore,",Singapore,10%, 10 - 49,http://www.amanaasia.com
Temy,"Lviv,",Ukraine,20%, 50 - 249,https://temy.co/
Quick Left - Out of Business,"Boulder,",CO,50%, 10 - 49,http://quickleft.com/
DotSensorium (Out of Business),"Kyiv,",Ukraine,30%, 10 - 49,https://dotsensorium.com
Next Big Technology,"Jaipur,",India,20%, 10 - 49,https://nextbigtechnology.com/
',N,o,n,e,T,y,p,e,', ,o,b,j,e,c,t, ,h,a,s, ,n,o, ,a,t,t,r,i,b,u,t,e, ,',t,e,x,t,'
BeDjango,"Seville,",Spain,60%, 50 - 249,https://www.bedjango.com/
Neuronimbus Software Services,"Gurugram,",India,15%, 50 - 249,http://www.neuronimbus.com
Thorgate,"Tallinn,",Estonia,30%, 10 - 49,http://thorgate.eu/
Miracle Group,"Chandigarh,",India,10%, 50 - 249,http://www.miraclegroup.com
Nanoarch Software Solutions,"Noida,",India,20%, 250 - 999,https://www.nanoarchsoftware.com/services/mobile-application
Happiest Minds Technologies,"Bengaluru,",India,10%," 1,000 - 9,999",http://www.happiestminds.com
:DTeam,"Boryspol,",Ukraine,70%, 10 - 49,http://dteam.dev
The Idea People,"Charlotte,",NC,40%, 10 - 49,https://www.theideapeople.com/
Katpro Technologies Inc,"Brandon,",FL,20%, 10 - 49,https://katprotech.com/
Devdap,"Islamabad,",Pakistan,50%, Freelancer,https://devdap.com/
Caravan Web Worker Cooperative Inc.,"Montréal,",Canada,20%, 10 - 49,https://caravan.coop/
Webbleu Technologies Pvt. Ltd.,"Ahmedabad,",India,20%, 50 - 249,http://www.webbleu.com/
MAB,"Santa Ana,",CA,20%, 10 - 49,http://www.mabdigitalmarketing.com
GiantByte Software,"EDMONTON,",Canada,20%, 2 - 9,http://giantbyte.com/
Techuire,"Markaz,",Pakistan,30%, 10 - 49,http://techuire.com/
Esolz Technologies Private Limited,"Kolkata,",India,10%, 50 - 249,https://www.esolz.net/
Programmers of Vilnius,"Vilnius,",Lithuania,45%, 2 - 9,http://pov.lt/
01 IT Solutions,"Westmont,",IL,30%, 2 - 9,http://01itsolution.com/
Giro54,"Buenos Aires,",Argentina,10%, 10 - 49,https://giro54.com/en/
TrooMobile,"Costa Mesa,",CA,20%, 2 - 9,http://troomobile.com
Good Code,"Zagreb,",Croatia,40%, 10 - 49,https://goodcode.io/
Astrails,"Ramat Gan,",Israel,40%, 2 - 9,https://astrails.com
Cloud Devs,"London,",United Kingdom,30%," 1,000 - 9,999",https://clouddevs.co.uk/
Think Future Technologies,"New York,",NY,10%, 250 - 999,https://www.tftus.com/
Episty,"London,",United Kingdom,25%, Freelancer,https://episty.com/
appsky,"Omaha,",NE,25%, 2 - 9,https://appsky.io
Ace Dezines,"Hyderabad,",India,20%, 10 - 49,http://www.acedezines.com/
Iconis Agency,"Rijeka,",Croatia,50%, 10 - 49,https://iconisagency.com/
HashedIn Technologies,"Bangalore,",India,20%, 50 - 249,https://www.hashedin.com/
Sky Potential Technologies,"Slough,",United Kingdom,30%, 50 - 249,http://skypotential.co.uk/
Elitiv Group,"Chisinau,",Moldova,20%, 2 - 9,http://elitiv.net/
Aelius Venture Pvt. Ltd,"Nadiad,",India,10%, 10 - 49,https://www.aeliusventure.com
Clecotech International Private Limited,"Indore,",India,40%, 10 - 49,https://clecotech.com
1Solutions,"New Delhi,",India,25%, 10 - 49,https://www.1solutions.biz
Trancis,"Gurgaon,",India,20%, 50 - 249,http://trancis.com/
SBP Romania,"Bucharest,",Romania,25%, 10 - 49,http://www.sbp-romania.com
Experfy Inc,"Boston,",MA,10%, 10 - 49,http://www.experfy.com
DCOD,"KYIV,",Ukraine,50%, 2 - 9,http://www.d-cod.com/
Digiray,",",Ukraine,55%, 2 - 9,http://digiray-software.com/
Relliks Systems,"Lahore,",Pakistan,30%, 10 - 49,http://www.relliks.com
300.codes,"Warsaw,",Poland,20%, 10 - 49,https://300.codes
Medma Infomatix Private Limited,"Lucknow,",India,10%, 50 - 249,http://www.medma.net
Web Age,"Prestwick, Ayrshire,",United Kingdom,20%, 2 - 9,https://www.webage.co.uk/
App India,"Delhi,",India,10%, 10 - 49,https://www.appindia.co.in/
DevsLaw LLC,"Yerevan,",Armenia,45%, 10 - 49,https://devslaw.com
One Team US LLC,"Troy,",MI,10%, 50 - 249,https://oneteam.us
Emorphis Technology,"Indore,",India,10%, 50 - 249,https://www.emorphis.com/
Osiztechnologies Limited,"Madurai,",India,30%, 50 - 249,http://osiztechnologies.com/
Intent Solutions Group,"Boston,",MA,10%, 50 - 249,https://www.intentsg.com/
InventiApps,"Warsaw,",Poland,10%, 2 - 9,http://www.inventiapps.com
Dipcode,"Braga,",Portugal,80%, 10 - 49,https://dipcode.com/
SDH Digital Solutions,"Beverly Hills,",CA,20%, 10 - 49,https://sdhdigitalsolutions.com
Initech Software Services Ltd.,"Ramat Gan,",Israel,10%, 10 - 49,https://initech.co.il/en/
IT_Dimension,",",Ukraine,10%, 10 - 49,http://www.it-dimension.com
skygate,"Gliwice,",Poland,20%, 10 - 49,https://www.skygate.io
Bigscal Technologies Pvt Ltd.,"Surat,",India,25%, 50 - 249,http://www.bigscal.com
Type/Code,"Brooklyn,",NY,40%, 10 - 49,https://typecode.com
Studio,"Lviv,",Ukraine,25%, 2 - 9,https://sdads.com
Intelligems Technologies,"Tallinn,",Estonia,50%, 2 - 9,https://www.intelligems.eu
August Infotech,"Surat,",India,15%, 50 - 249,http://www.augustinfotech.com
Compufy Info Solutions LLP,",",,10%, 10 - 49,https://compufyinfosolutions.com/
DevGap,"London,",United Kingdom,25%, 10 - 49,https://www.devgap.uk/
KLIFF TECHNOLOGIES INC.,"Haymarket,",VA,20%, 10 - 49,https://klifftechnologies.com/
Creative Ideator,"Karachi,",Pakistan,30%, 10 - 49,http://www.cideator.com
idPowers,"Volgograd,",Russia,60%, 10 - 49,http://idpowers.com
Sifars,",",India,30%, 2 - 9,https://www.sifars.com
Go Wombat Team,"Dnipro,",Ukraine,40%, 10 - 49,https://gowombat.team/
BuddhaSoft,"Kiev,",Ukraine,60%, 10 - 49,http://buddhasoft.net/
QTeam Software Solutions,"Bucharest,",Romania,20%, 10 - 49,http://qteam.solutions
IconicStudio.ca,"Calgary,",Canada,90%, Freelancer,http://www.iconicstudio.ca
INDEV SOFTWARE,"Athens,",Greece,50%, 10 - 49,http://indev.gr
Fogstream,"Khabarovsk,",Russia,50%, 10 - 49,http://fogstream.company
Pebibits Technologies,"Bikaner,",India,20%, 10 - 49,https://www.pebibits.com/
Emergya,"Sevilla,",Spain,10%, 250 - 999,https://www.emergya.com/en
